iata,name,city,country,lat,lon
DRG,Deering Airport,Deering,US,66.068901,-162.766914
DRJ,Drietabbetje Airport,Drietabbetje,SR,4.111359,-54.672766
DRO,Durango La Plata County Airport,Durango,US,37.151501,-107.753998
DRP,Bicol International Airport,Legazpi,PH,13.111915,123.676829
DRS,Dresden Airport,Dresden,DE,51.134123,13.767831
DRV,Dharavandhoo Airport,Baa Atoll,MV,5.1561,73.1302
DRW,Darwin International Airport / RAAF Darwin,Darwin,AU,-12.41497,130.88185
DSD,La Désirade Airport,Grande Anse,GP,16.296902,-61.0844
DSE,Kombolcha Airport,Dessie,ET,11.10975,39.725911
DSI,Destin Executive Airport,Destin,US,30.400101,-86.471497
DSM,Des Moines International Airport,Des Moines,US,41.534027,-93.656719
DSN,Ordos Ejin Horo International Airport,Ordos,CN,39.493514,109.8599
DSO,Sondok Airport,Sŏndŏng-ni,KP,39.745201,127.473999
DSS,Blaise Diagne International Airport,Dakar,SN,14.670878,-17.072829
DSY,Dara Sakor International Airport,Ta Noun,KH,10.914244,103.226652
DTB,Silangit Airport,Siborong-Borong,ID,2.25973,98.991898
DTD,Datadawai Airport,Datadawai-Borneo Island,ID,0.807028,114.529052
DTM,Dortmund Airport,Dortmund,DE,51.518299,7.61224
DTR,Decatur Shores Airport,Decatur,US,48.500171,-122.813973
DTU,Wudalianchi Dedu Airport,Heihe,CN,48.441037,126.128374
DTW,Detroit Metropolitan Wayne County Airport,Detroit,US,42.21377,-83.353786
DUB,Dublin Airport,Dublin,IE,53.428713,-6.262121
DUD,Dunedin International Airport,Dunedin,NZ,-45.929017,170.197758
DUE,Dundo Airport,Chitato,AO,-7.400889873504639,20.818500518798828
DUJ,DuBois Regional Airport,Dubois,US,41.17829895,-78.8986969
DUM,Pinang Kampai Airport,Dumai,ID,1.609026,101.433493
DUR,King Shaka International Airport,Durban,ZA,-29.6144444444,31.1197222222
DUS,Düsseldorf Airport,Düsseldorf,DE,51.289501,6.76678
DUT,Tom Madsen (Dutch Harbor) Airport,Unalaska,US,53.89881,-166.544996
DVL,Devils Lake Regional Airport,Devils Lake,US,48.115454,-98.908796
DVO,Francisco Bangoy International Airport,Davao,PH,7.12552,125.646004
DWB,Soalala Airport,Soalala,MG,-16.10169,45.358837
DWC,Al Maktoum International Airport,Dubai(Jebel Ali),AE,24.896171,55.16235
DWD,Dawadmi Domestic Airport,Dawadmi,SA,24.4499,44.121201
DXB,Dubai International Airport,Dubai,AE,25.2527999878,55.3643989563
DXJ,Xiangxi Biancheng Airport,Xiangxi,CN,28.4972,109.5218
DYG,Zhangjiajie Hehua International Airport,Zhangjiajie (Yongding),CN,29.104749,110.442786
DYR,Ugolny Yuri Ryktheu Airport,Anadyr,RU,64.734902,177.740997
DYU,Dushanbe International Airport,Dushanbe,TJ,38.543746,68.822977
DZA,Dzaoudzi Pamandzi International Airport,Dzaoudzi,YT,-12.809319,45.281815
DZH,Dazhou Jinya Airport,Dazhou (Dachuan),CN,31.048815,107.435646
DZN,Zhezkazgan National Airport,Zhezkazgan,KZ,47.708953,67.738094
EAA,Eagle Airport,Eagle,US,64.778003,-141.150455
EAM,Najran Domestic Airport,Najran,SA,17.611401,44.419201
EAR,Kearney Regional Airport,Kearney,US,40.727001,-99.006798
EAS,San Sebastián Airport,Hondarribia,ES,43.356499,-1.79061
EAT,Pangborn Memorial Airport,Wenatchee,US,47.398899,-120.207001
EAU,Chippewa Valley Regional Airport,Eau Claire,US,44.86579895019531,-91.48429870605467
EAX,Eduard Alexander Gummels Airport,Kwatta,SR,5.8604,-55.192
EBA,Marina di Campo Airport,Campo nell'Elba (LI),IT,42.760871,10.239811
EBB,Entebbe International Airport,Kampala,UG,0.042386,32.443501
EBD,El-Obeid Airport,El-Obeid,SD,13.1532,30.2327
EBJ,Esbjerg Airport,Esbjerg,DK,55.525902,8.5534
EBL,Erbil International Airport,Arbil,IQ,36.236047,43.946615
ECN,Ercan International Airport,Tymbou (Kirklar),CY,35.153064,33.507352
ECP,Northwest Florida Beaches International Airport,Panama City Beach,US,30.357106,-85.795414
EDI,Edinburgh Airport,Edinburgh,GB,55.950145,-3.372288
EDL,Eldoret International Airport,Eldoret,KE,0.404458,35.238899
EDO,Balıkesir Koca Seyit Airport,Edremit,TR,39.552533,27.010192
EDR,Pormpuraaw Airport,Pormpuraaw,AU,-14.896451,141.60908
EEK,Eek Airport,Eek,US,60.213173,-162.044048
EFL,Kefallinia Airport,Kefallinia Island,GR,38.12009811401367,20.500499725341797
EGC,Bergerac Dordogne-Périgord airport,Bergerac,FR,44.825298,0.518611
EGE,Eagle County Regional Airport,Eagle,US,39.64260101,-106.9179993
EGO,Belgorod International Airport,Belgorod,RU,50.643798828125,36.5900993347168
EGS,Egilsstaðir Airport,Egilsstaðir,IS,65.2833023071289,-14.401399612426758
EGX,Egegik Airport,Egegik,US,58.184386,-157.374873
EHU,Ezhou Huahu International Airport,Ezhou,CN,30.341178,115.03926
EIE,Yeniseysk Airport,Yeniseysk,RU,58.474201,92.112503
EIK,Yeysk Airport,Yeysk,RU,46.68,38.21
EIN,Eindhoven Airport,Eindhoven,NL,51.4500999451,5.37452983856
EIS,Terrance B. Lettsome International Airport,Beef Island,VG,18.445492,-64.541707
EJA,Yariguíes Airport,Barrancabermeja,CO,7.02433,-73.8068
EJH,Al Wajh Domestic Airport,Al Wajh,SA,26.198601,36.476398
EJT,Enejit Airport,Enejit Island,MH,6.0404,171.9846
EKO,Elko Regional Airport,Elko,US,40.82490158081055,-115.79199981689452
EKS,Shakhtyorsk Airport,Shakhtyorsk,RU,49.1903,142.082993
ELC,Elcho Island Airport,Elcho Island,AU,-12.019399642899998,135.570999146
ELD,South Arkansas Regional Airport at Goodwin Field,El Dorado,US,33.221001,-92.813301
ELF,El Fasher Airport,El Fasher,SD,13.61489963531494,25.32460021972656
ELG,El Golea Airport,El Menia,DZ,30.580732,2.861595
ELH,North Eleuthera Airport,North Eleuthera,BS,25.475823,-76.680784
ELI,Elim Airport,Elim,US,64.6147,-162.272003
ELM,Elmira Corning Regional Airport,Elmira/Corning,US,42.1599006652832,-76.8916015625
ELP,El Paso International Airport,El Paso,US,31.809908,-106.375607
ELQ,Prince Naif bin Abdulaziz International Airport,Qassim,SA,26.302799,43.774399
ELS,King Phalo Airport,East London,ZA,-33.035599,27.825899
ELU,Guemar Airport - مطار قمار بالوادي,Guemar,DZ,33.511398,6.77679
EMA,East Midlands Airport,Nottingham,GB,52.8311,-1.32806
EMD,Emerald Airport,Emerald,AU,-23.5674991608,148.179000854
EME,Emden Airport,Emden,DE,53.391109,7.2275
EMK,Emmonak Airport,Emmonak,US,62.78609848,-164.4909973
ENA,Kenai Municipal Airport,Kenai,US,60.570946,-151.245174
ENE,H. Hasan Aroeboesman (Ende) Airport,Ende,ID,-8.849114,121.66101
ENF,Enontekio Airport,Enontekio,FI,68.362602233887,23.424299240112
ENH,Enshi Xujiaping Airport,Enshi (Enshi),CN,30.320299,109.485001
ENI,El Nido Airport,El Nido,PH,11.202399,119.416087
ENO,Aeropuerto Internacional Tte. Amín Ayub González,Encarnación,PY,-27.227537,-55.837584
ENT,Eniwetok Airport,Eniwetok Atoll,MH,11.340700149536133,162.3280029296875
ENU,Akanu Ibiam International Airport,Enegu,NG,6.473718,7.560463
ENY,Yan'an Nanniwan Airport,Yan'an (Baota),CN,36.479413,109.464083
EOH,Enrique Olaya Herrera Airport,Medellín,CO,6.219686,-75.590597
EOI,Eday Airport,Eday,GB,59.19060134887695,-2.7722198963165283
EPR,Esperance Airport,Esperance,AU,-33.684399,121.822998
EPU,Pärnu Airport,Pärnu,EE,58.41899871826172,24.47279930114746
EQS,Esquel Brigadier Antonio Parodi International Airport,Esquel,AR,-42.908001,-71.139503
ERC,Erzincan Airport,Erzincan,TR,39.7102012634,39.527000427199994
ERF,Erfurt-Weimar Airport,Erfurt,DE,50.978281,10.960713
ERH,Moulay Ali Cherif Airport,Errachidia,MA,31.9475002289,-4.39833021164
ERI,Erie International Tom Ridge Field,Erie,US,42.083127,-80.173867
ERL,Erenhot Saiwusu International Airport,Erenhot,CN,43.424079,112.091081
ERS,Eros Airport,Windhoek,,-22.60492,17.079002
ERZ,Erzurum International Airport,Erzurum,TR,39.956501,41.1702
ESB,Esenboğa International Airport,Ankara,TR,40.128101,32.995098
ESC,Delta County Airport,Escanaba,US,45.723199,-87.088623
ESD,Orcas Island Airport,Eastsound,US,48.708199,-122.910004
ESL,Elista Airport,Elista,RU,46.3739013671875,44.33089828491211
ESM,Carlos Concha Torres International Airport,Tachina,EC,0.978519,-79.626602
ESR,Ricardo García Posada Airport,El Salvador,CL,-26.3111,-69.765198
ESU,Essaouira-Mogador Airport,Essaouira,MA,31.397499,-9.68167
ETM,Ramon International Airport,Eilat,IL,29.727009,35.014116
ETR,Santa Rosa - Artillery Colonel Victor Larrea International Airport,Santa Rosa,EC,-3.441986,-79.996957
ETZ,Metz-Nancy-Lorraine Airport,Goin,FR,48.982101,6.25132
EUA,Kaufana Airport,Eua Island,TO,-21.3782997131,-174.957992554
EUG,Eugene Airport,Eugene,US,44.124599,-123.211998
EUN,Laayoune Hassan I International Airport,El Aaiún,EH,27.142467,-13.224947
EUX,F. D. Roosevelt Airport,Oranjestad,BQ,17.4965,-62.979401
EVE,Harstad/Narvik Airport,Evenes,NO,68.491302,16.678101
EVG,Sveg Airport,Sveg,SE,62.047798,14.4229
EVN,Zvartnots International Airport,Yerevan,AM,40.148941,44.397887
EVV,Evansville Regional Airport,Evansville,US,38.0369987488,-87.5324020386
EWB,New Bedford Regional Airport,New Bedford,US,41.67610168457031,-70.95690155029297
EWN,Coastal Carolina Regional Airport,New Bern,US,35.0730018616,-77.04290008539999
EWR,Newark Liberty International Airport,Newark,US,40.692501,-74.168701
EXT,Exeter International Airport,"Exeter, Devon",GB,50.734261,-3.413984
EYK,Beloyarskiy Airport,,RU,63.686901,66.698601
EYP,El Alcaravan - Yopal Airport,Yopal,CO,5.31911,-72.384
EYW,Key West International Airport,Key West,US,24.556101,-81.759598
EZE,Ezeiza International Airport - Ministro Pistarini,Buenos Aires (Ezeiza),AR,-34.8222,-58.5358
EZS,Elazığ Airport,Elazığ,TR,38.597974,39.28348
FAE,Vágar Airport,Vágar,FO,62.063256,-7.275782
FAI,Fairbanks International Airport,Fairbanks,US,64.815102,-147.856003
FAO,Faro - Gago Coutinho International Airport,Faro,PT,37.015909,-7.970939
FAR,Hector International Airport,Fargo,US,46.9207,-96.815804
FAT,Fresno Yosemite International Airport,Fresno,US,36.775767,-119.718018
FAV,Fakarava Airport,,PF,-16.054100036621094,-145.65699768066406
FAY,Fayetteville Regional Airport - Grannis Field,Fayetteville,US,34.991199,-78.880302
FBD,Fayzabad Airport,Fayzabad,AF,37.122148,70.5201
FBE,Paulo Abdala Airport,Francisco Beltrão,BR,-26.05938,-53.063827
FBM,Lubumbashi International Airport,Lubumbashi,CD,-11.591494,27.530753
FCA,Glacier Park International Airport,Kalispell,US,48.310501,-114.255997
FCN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,Wurster Nordseeküste,DE,53.767689,8.659201
FCO,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,41.804532,12.251998
FDE,"Førde Airport, Bringeland",Førde,NO,61.391102,5.75694
FDF,Martinique Aimé Césaire International Airport,Fort-de-France,MQ,14.591,-61.003201
FDH,Bodensee Airport Friedrichshafen,Friedrichshafen,DE,47.671299,9.51149
FDU,Bandundu Airport,Bandundu,CD,-3.31132,17.381701
FEC,João Durval Carneiro Airport,Feira de Santana,BR,-12.200694,-38.906164
FEG,Fergana International Airport,Fergana,UZ,40.358799,71.745003
FEN,Fernando de Noronha Airport,Fernando de Noronha,BR,-3.854534,-32.423017
FEZ,Fes Saïss International Airport,Saïss,MA,33.927299,-4.97796
FGU,Fangatau Airport,Fangatau,PF,-15.820044,-140.888071
FHZ,Fakahina Airport,Fakahina,PF,-15.992259,-140.164246
FIE,Fair Isle Airport,Fair Isle,GB,59.534721,-1.628509
FIH,Ndjili International Airport,Kinshasa,CD,-4.38575,15.4446
FIZ,Fitzroy Crossing Airport,,AU,-18.183596,125.559783
FJR,Fujairah International Airport,Fujairah,AE,25.108411,56.328061
FKB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE,48.7794,8.0805
FKI,Bangoka International Airport,Kisangani,CD,0.481639,25.337999
FKQ,Fakfak Airport,Fakfak,ID,-2.920508,132.267011
FKS,Fukushima Airport,Sukagawa,JP,37.22740173339844,140.43099975585938
FLA,Gustavo Artunduaga Paredes Airport,Florencia,CO,1.58919,-75.5644
FLG,Flagstaff Pulliam Airport,Flagstaff,US,35.139757,-111.669826
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,26.072599,-80.152702
FLN,Hercílio Luz International Airport,Florianópolis,BR,-27.670279,-48.552502
FLO,Florence Regional Airport,Florence,US,34.18539810180664,-79.7238998413086
FLR,"Florence Airport, Peretola",Firenze (FI),IT,43.808558,11.202822
FLS,Flinders Island Airport,Whitemark,AU,-40.091702,147.992996
FLW,Flores Airport,Santa Cruz das Flores,PT,39.455299377441406,-31.13139915466309
FLZ,Dr. Ferdinand Lumban Tobing Airport,Sibolga (Pinangsori),ID,1.557127,98.887145
FMA,Formosa National Airport,Formosa,AR,-26.2127,-58.2281
FMI,Kalemie Airport,Kalemie,CD,-5.87556,29.25
FMM,Memmingen Allgau Airport,Memmingen,DE,47.988092,10.238248
FMO,Münster Osnabrück Airport,Greven,DE,52.133816,7.688482
FMT,Faresmaathoda Airport,Faresmaathodaa,MV,0.192647,73.196755
FNA,Lungi International Airport,Freetown (Lungi-Town),SL,8.61644,-13.1955
FNC,Cristiano Ronaldo International Airport,Funchal,PT,32.697812,-16.774613
FND,Funadhoo Airport,Funadhoo,MV,6.162443,73.28752
FNI,Nîmes-Arles-Camargue Airport,Nîmes/Garons,FR,43.757401,4.41635
FNJ,Pyongyang Sunan International Airport,Pyongyang,KP,39.224098,125.669998
FNT,Bishop International Airport,Flint,US,42.969294,-83.743355
FOA,Foula Airfield,Foula,GB,60.121725,-2.053202
FOC,Fuzhou Changle International Airport,Fuzhou (Changle),CN,25.929254,119.672524
FOD,Fort Dodge Regional Airport,Fort Dodge,US,42.552624,-94.191237
FOG,Foggia Gino Lisa Airport,Foggia (FG),IT,41.433596,15.534566
FON,La Fortuna Arenal Airport,La Fortuna,CR,10.469311,-84.579073
FOR,Pinto Martins International Airport,Fortaleza,BR,-3.775833,-38.532222
FPO,Grand Bahama International Airport,Freeport,BS,26.557996,-78.695583
FRA,Frankfurt Main Airport,Frankfurt am Main,DE,50.026706,8.55835
FRD,Friday Harbor Airport,Friday Harbor,US,48.523654,-123.024645
FRE,Fera/Maringe Airport,Fera Island,SB,-8.1075,159.576996
FRL,Forlì-Luigi Ridolfi International Airport,Forlì (FC),IT,44.194801,12.0701
FRO,Florø Airport,Florø,NO,61.583599090576,5.0247201919556
FRS,Mundo Maya International Airport,San Benito,GT,16.912391,-89.864792
FRW,Phillip Gaonwe Matante International Airport,Francistown,BW,-21.159183,27.468826
FSC,Figari Sud-Corse Airport,Figari,FR,41.50185,9.097092
FSD,Sioux Falls Regional Airport,Sioux Falls,US,43.585463,-96.741152
FSH,Syekh Hamzah Fansyuri Airport,Singkil,ID,2.269614,97.967863
FSM,Fort Smith Regional Airport,Fort Smith,US,35.336601,-94.367401
FSP,Saint-Pierre Pointe-Blanche Airport,Saint-Pierre,PM,46.762651,-56.17499
FSZ,Mount Fuji Shizuoka Airport,Makinohara / Shimada,JP,34.795022,138.190976
FTA,Futuna Airport,Futuna Island,VU,-19.5163993835,170.231994629
FTE,El Calafate - Commander Armando Tola International Airport,El Calafate,AR,-50.281997,-72.053949
FTI,Fitiuta Airport,Fitiuta Village,AS,-14.216131,-169.423771
FTU,Tôlanaro Airport,Tôlanaro,MG,-25.038099,46.9561
FTW,Fort Worth Meacham International Airport,Fort Worth,US,32.819919,-97.360818
FUE,Fuerteventura Airport,El Matorral,ES,28.4527,-13.8638
FUG,Fuyang Xiguan Airport,"Yingzhou, Fuyang",CN,32.882157,115.734364
FUJ,Fukue Airport,Goto,JP,32.666302,128.832993
FUK,Fukuoka Airport,Fukuoka,JP,33.585899353027344,130.4510040283203
FUN,Funafuti International Airport,Funafuti,TV,-8.523885,179.196976
FUO,Foshan Shadi Airport,Foshan (Nanhai),CN,23.0825,113.070833
FUT,Pointe Vele Airport,Futuna Island,WF,-14.311565,-178.066492
FWA,Fort Wayne International Airport,Fort Wayne,US,40.978896,-85.194465
FYJ,Fuyuan Dongji Airport,Fuyuan,CN,48.197219,134.36298
FYN,Fuyun Koktokay Airport,Fuyun,CN,46.804169,89.512006
FYU,Fort Yukon Airport,Fort Yukon,US,66.571651,-145.249987
GAE,Gabès Matmata International Airport,Gabès,TN,33.733691,9.91941
GAF,Gafsa Ksar International Airport,Gafsa,TN,34.422000885009766,8.822500228881836
GAJ,Yamagata Airport,Higashine,JP,38.4119,140.371002
GAL,Edward G. Pitka Sr Airport,Galena,US,64.736198,-156.936997
GAM,Gambell Airport,Gambell,US,63.767694,-171.733303
GAN,Gan International Airport,Gan,MV,-0.692975,73.152627
GAQ,Gao International Airport,Gao,ML,16.248466,-0.005389
GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,IN,26.106654,91.585226
GAX,Gamba Airport,Gamba,GA,-2.785278,10.047222
GAY,Gaya Airport,Gaya,IN,24.744301,84.951202
GBB,Gabala International Airport,Gabala,AZ,40.808617,47.725389
GBE,Sir Seretse Khama International Airport,Gaborone,BW,-24.555201,25.9182
GBI,Kalaburagi Airport,Kalaburagi,IN,17.308154,76.965246
GBJ,Marie-Galante Airport,Grand-Bourg,GP,15.868925,-61.270087
GBZ,Great Barrier Aerodrome,Claris,NZ,-36.241402,175.472
GCC,Northeast Wyoming Regional Airport,Gillette,US,44.3489,-105.539001
GCH,Gachsaran Airport,Gachsaran,IR,30.333869,50.833796
GCI,Guernsey Airport,Saint Peter Port,GG,49.435001,-2.60197
GCK,Garden City Regional Airport,Garden City,US,37.9275016785,-100.723999023
GCM,Owen Roberts International Airport,George Town,KY,19.292801,-81.357697
GCN,Grand Canyon National Park Airport,Grand Canyon - Tusayan,US,35.9524,-112.147003
GDB,Gondia Airport,Gondia,IN,21.526817,80.290347
GDE,Gode Airport,Gode,ET,5.93513011932,43.5786018372
GDL,Guadalajara International Airport,Guadalajara,MX,20.523342,-103.310108
GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,PL,54.377602,18.4662
GDQ,Gondar Airport,Azezo,ET,12.5199,37.433998
GDT,JAGS McCartney International Airport,Cockburn Town,TC,21.4445,-71.142303
GDV,Dawson Community Airport,Glendive,US,47.137658,-104.80691
GDX,Sokol Airport,Magadan,RU,59.9109992980957,150.72000122070312
GDZ,Gelendzhik Airport,Gelendzhik,RU,44.5820926295,38.0124807358
GEA,Nouméa Magenta Airport,Nouméa,NC,-22.25812,166.472783
GEC,Lefkoniko Airport / Geçitkale Air Base,Lefkoniko (Geçitkale),CY,35.23591,33.720088
GEG,Spokane International Airport,Spokane,US,47.6199,-117.533997
GEL,Santo Ângelo Airport,Santo Ângelo,BR,-28.282503,-54.169623
GEO,Cheddi Jagan International Airport,Georgetown,GY,6.49855,-58.254101
GER,Rafael Cabrera Airport,Nueva Gerona,CU,21.834699630737305,-82.78379821777344
GES,General Santos International Airport,General Santos,PH,6.057208,125.096243
GET,Geraldton Airport,Moonyoonooka,AU,-28.796101,114.707001
GEV,Gällivare Airport,Gällivare,SE,67.13240051269531,20.814599990844727
GFF,Griffith Airport,Griffith,AU,-34.2508010864,146.067001343
GFK,Grand Forks International Airport,Grand Forks,US,47.949299,-97.176102
GGF,Almeirim Airport,Almeirim,BR,-1.479524,-52.578214
GGG,East Texas Regional Airport,Longview,US,32.38399887084961,-94.71150207519533
GGJ,Guaíra Airport,Guaíra,BR,-24.0811,-54.1917
GGR,Garowe Airport,Garowe,SO,8.458474,48.568136
GGS,Gobernador Gregores Airport,Gobernador Gregores,AR,-48.7831,-70.150002
GGT,Exuma International Airport,Moss Town,BS,23.562599,-75.877998
GGW,Glasgow Valley County Airport Wokal Field,Glasgow,US,48.212502,-106.614998
GHA,Noumérat - Moufdi Zakaria Airport,El Atteuf,DZ,32.384102,3.79411
GHB,Governor's Harbour Airport,Governor's Harbour,BS,25.2847,-76.331001
GHT,Ghat Airport,Ghat,LY,25.1455993652,10.1426000595
GHV,Brașov-Ghimbav International Airport,Brașov (Ghimbav),RO,45.70558,25.522871
GIB,Gibraltar Airport,Gibraltar,GI,36.151679,-5.34978
GIC,Boigu Island Airport,Boigu Island,AU,-9.23278,142.218002
GID,Gitega Airport,Gitega,BI,-3.417209,29.911308
GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,BR,-22.809999,-43.250557
GIL,Gilgit Airport,Gilgit,PK,35.918800354003906,74.33360290527344
GIS,Gisborne Airport,Gisborne,NZ,-38.6633,177.977997
GIZ,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan,SA,16.9011,42.5858
GJA,La Laguna Airport,Guanaja,HN,16.4454,-85.906601
GJL,Jijel Ferhat Abbas Airport,Tahir,DZ,36.794125,5.873652
GJT,Grand Junction Regional Airport,Grand Junction,US,39.126663,-108.529387
GKA,Goroka Airport,Goronka,PG,-6.081689834590001,145.391998291
GKK,Kooddoo Airport,Huvadhu Atoll,MV,0.7324,73.4336
GKN,Gulkana Airport,Gulkana,US,62.155859,-145.454662
GLA,Glasgow Airport,Glasgow,GB,55.871899,-4.43306
GLF,Golfito Airport,Golfito,CR,8.65401,-83.182198
GLH,Mid Delta Regional Airport,Greenville,US,33.482899,-90.985603
GLK,Galcaio Airport,Galcaio,SO,6.78082990646,47.45470047
GLT,Gladstone Airport,Gladstone,AU,-23.869763,151.225439
GLV,Golovin Airport,Golovin,US,64.550499,-163.007004
GMA,Gemena Airport,Gemena,CD,3.23537,19.771299
GMB,Gambela Airport,Gambela,ET,8.12876,34.563099
GME,Gomel Airport,Gomel,BY,52.527000427246094,31.016700744628903
GMI,Gasmata Island Airport,Gasmata Island,PG,-6.27111005783,150.330993652
GMO,Gombe Lawanti International Airport,Gombe,NG,10.298889,10.9
GMP,Gimpo International Airport,Seoul,KR,37.5583,126.791
GMQ,Golog Maqên Airport,Golog (Maqên),CN,34.418066,100.301144
GMR,Totegegie Airport,,PF,-23.07990074157715,-134.88999938964844
GMZ,La Gomera Airport,"Alajero, La Gomera Island",ES,28.0296,-17.2146
GNB,Grenoble Alpes Isère Airport,Grenoble,FR,45.3629,5.32937
GND,Maurice Bishop International Airport,Saint George's,GD,12.003996,-61.785302
GNJ,Ganja International Airport,Ganja,AZ,40.738692,46.320383
GNS,Binaka Airport,Gunungsitoli,ID,1.16628,97.704327
GNU,Goodnews Airport,Goodnews,US,59.117561,-161.575241
GNV,Gainesville Regional Airport,Gainesville,US,29.6900997162,-82.2717971802
GNY,Şanlıurfa GAP Airport,Şanlıurfa,TR,37.445663,38.895592
GOA,Genoa Cristoforo Colombo Airport,Genova (GE),IT,44.412039,8.840732
GOH,Nuuk International Airport,Nuuk,GL,64.191066,-51.67914
GOI,Goa Dabolim International Airport,Vasco da Gama,IN,15.380062,73.833328
GOJ,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,RU,56.227351,43.785152
GOM,Goma International Airport,Goma,CD,-1.666758,29.238037
GOP,Gorakhpur Airport,Gorakhpur,IN,26.739700317399997,83.4496994019
GOQ,Golmud Airport,Golmud,CN,36.4006,94.786102
GOT,Göteborg Landvetter Airport,Göteborg,SE,57.6628,12.2798
GOU,Garoua International Airport,Garoua,CM,9.334785,13.372129
GOV,Gove Airport,Nhulunbuy,AU,-12.269399642899998,136.817993164
GOX,Manohar International Airport,Mopa,IN,15.744257,73.860625
GOY,Tura Mountain Airport,Tura,RU,64.333511,100.432892
GPA,Patras Araxos Agamemnon Airport,Patras,GR,38.1511,21.4256
GPB,Tancredo Thomas de Faria Airport,Guarapuava,BR,-25.388327,-51.52349
GPI,Guapi Airport,Guapi,CO,2.57013,-77.897969
GPS,Seymour Galapagos Ecological Airport,Isla Baltra,EC,-0.453758,-90.2659
GPT,Gulfport Biloxi International Airport,Gulfport,US,30.405582,-89.069836
GRB,Austin Straubel International Airport,Green Bay,US,44.483459,-88.130805
GRI,Central Nebraska Regional Airport,Grand Island,US,40.967498779296875,-98.30960083007812
GRJ,George Airport,George,ZA,-34.0056,22.378902
GRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,US,31.0672,-97.828903
GRO,Girona-Costa Brava Airport,Girona,ES,41.904639,2.761774
GRQ,Groningen Airport Eelde,Groningen,NL,53.119107,6.577652
GRR,Gerald R. Ford International Airport,Grand Rapids,US,42.880798,-85.522797
GRU,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo,BR,-23.431274,-46.469954
GRV,Akhmat Kadyrov Grozny International Airport,Grozny,RU,43.388106,45.699772
GRW,Graciosa Airport,Santa Cruz da Graciosa,PT,39.09220123291016,-28.029800415039062
GRX,F.G.L. Airport Granada-Jaén Airport,Granada,ES,37.188702,-3.77736
GRY,Grímsey Airport,Grímsey/Sandvík,IS,66.5458,-18.0173
GRZ,Graz Airport,Feldkirchen bei Graz,AT,46.9911,15.4396
GSM,Qeshm International Airport,Qeshm(Dayrestan),IR,26.754639,55.902353
GSO,Piedmont Triad International Airport,Greensboro,US,36.09937,-79.937262
GSP,Greenville-Spartanburg International Airport,Greenville/Greer/Spartanburg,US,34.895699,-82.218903
GST,Gustavus Airport,Gustavus,US,58.4253006,-135.7070007
GSV,Gagarin International Airport,Saratov,RU,51.712778,46.171111
GTA,Gatokae Aerodrome,Gatokae,SB,-8.738358,158.202836
GTE,Groote Eylandt Airport,Groote Eylandt,AU,-13.972405,136.458553
GTF,Great Falls International Airport,Great Falls,US,47.481998,-111.371002
GTO,Jalaluddin Airport,Gorontalo-Celebes Island,ID,0.637119,122.849998
GTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,US,33.450298,-88.5914
GUA,La Aurora International Airport,Guatemala City,GT,14.582896,-90.527515
GUB,Guerrero Negro Airport,San Quintín,MX,28.0261,-114.024002
GUC,Gunnison Crested Butte Regional Airport,Gunnison,US,38.534672,-106.934566
GUM,Antonio B. Won Pat International Airport,Hagåtña,GU,13.485,144.797282
GUP,Gallup Municipal Airport,Gallup,US,35.511653,-108.788166
GUR,Gurney Airport,Gurney,PG,-10.3114995956,150.333999634
GUW,Atyrau International Airport,Atyrau,KZ,47.121318,51.820343
GUZ,Guarapari Airport,Guarapari,BR,-20.6465,-40.491901
GVA,Geneva Cointrin International Airport,Geneva,CH,46.238098,6.10895
GVR,Coronel Altino Machado Airport,Governador Valadares,BR,-18.895882,-41.982869
GWD,New Gwadar International Airport,Gurandani,PK,25.296733,62.498822
GWL,Gwalior Airport,Gwalior,IN,26.29330062866211,78.22779846191406
GWT,Westerland Sylt Airport,Sylt,DE,54.9132,8.34047
GXF,Seiyun Hadhramaut International Airport,Seiyun,YE,15.965887,48.788146
GXG,Negage Airport,Negage,AO,-7.754509925842285,15.287699699401855
GXH,Gannan Xiahe Airport,Gannan (Xiahe),CN,34.819014,102.622261
GYA,Guayaramerín Airport,Guayaramerín,BO,-10.88856,-65.380955
GYD,Heydar Aliyev International Airport,Baku,AZ,40.467498779296875,50.04669952392578
GYE,José Joaquín de Olmedo International Airport,Guayaquil,EC,-2.15742,-79.883598
GYM,General José María Yáñez International Airport,Guaymas,MX,27.9689998626709,-110.9250030517578
GYN,Santa Genoveva International Airport,Goiânia,BR,-16.632,-49.220699
